lemon_juice_ml,sugar_g,fizziness,rating
52.2,23.37,2.47,6.41
40.44,48.14,6.49,9.72
21.27,22.81,8.58,8.53
27.81,10.21,4.12,5.65
55.8,48.76,5.9,10.0
52.95,24.53,9.83,10.0
21.35,11.29,7.77,7.13
31.1,32.5,1.12,6.58
31.55,41.38,9.99,10.0
53.59,36.97,6.96,8.93
20.99,19.02,1.59,5.34
25.21,15.75,2.33,4.78
60.0,44.73,6.74,10.0
28.93,13.72,8.4,8.38
52.64,39.06,5.2,8.99
31.91,6.03,5.71,6.0
24.97,23.88,1.96,5.05
32.16,49.32,6.13,9.6
56.11,33.52,5.81,9.22
62.78,18.98,4.38,7.15
61.51,36.49,0.54,6.47
39.86,20.9,6.62,8.08
53.4,47.25,5.19,10.0
30.25,15.57,4.86,6.37
34.66,19.4,9.65,9.0
64.82,35.99,5.77,9.46
20.65,40.79,9.31,10.0
24.28,30.94,6.87,9.33
30.39,18.02,1.95,4.92
21.33,30.79,5.57,7.45
29.07,14.86,7.47,7.06
49.15,7.58,7.47,8.23
41.07,46.38,1.14,7.04
64.63,26.65,1.03,6.86
60.87,26.61,0.23,6.38
37.09,38.52,6.49,8.95
32.97,30.2,3.95,6.47
38.98,25.44,7.96,9.02
49.51,40.76,8.74,10.0
33.4,26.38,7.7,7.73
51.21,46.07,5.03,9.49
40.47,18.78,5.03,7.1
47.6,6.51,1.42,4.77
41.81,11.71,6.21,7.57
34.72,41.86,3.42,7.55
67.42,46.68,0.78,7.5
58.18,8.38,6.65,8.08
27.01,45.89,6.45,8.88
63.42,47.47,0.33,7.71
44.37,38.94,9.81,10.0
64.73,39.25,0.69,7.11
59.99,5.07,1.83,5.36
41.26,15.02,7.06,7.36
21.12,14.66,7.63,7.83
33.43,31.17,3.21,6.67
47.08,34.56,6.32,9.26
51.67,45.58,3.34,8.49
32.89,26.96,3.3,6.54
26.97,27.55,9.28,9.57
61.75,7.44,7.15,8.4
69.22,49.88,5.17,10.0
46.28,47.55,2.27,8.7
28.58,8.24,3.08,4.7
33.62,30.1,9.15,9.49
20.92,20.65,5.53,7.06
65.71,24.28,5.45,9.08
25.89,34.33,3.55,6.96
48.83,23.89,1.13,6.33
33.7,27.3,5.07,7.52
47.71,17.29,9.42,9.12
52.57,8.71,6.7,7.98
61.49,38.98,3.54,8.77
30.32,22.03,8.04,8.41
20.55,44.9,8.93,9.69
26.84,47.52,2.88,7.53
65.0,8.98,3.07,5.77
63.69,35.8,6.59,10.0
49.87,41.91,5.26,8.85
50.03,34.12,3.96,7.98
53.25,19.79,2.02,5.78
28.77,17.8,2.92,5.75
65.72,25.8,2.77,7.77
40.94,16.65,0.67,5.2
39.16,45.31,0.62,6.44
45.95,7.21,5.3,6.08
22.35,10.07,7.28,6.76
28.31,32.29,2.21,6.8
56.9,34.63,7.93,10.0
24.14,38.12,9.95,9.89
50.16,17.4,7.98,8.97
32.27,18.25,3.7,6.19
39.46,23.61,7.94,8.56
34.43,15.55,4.51,6.18
37.78,21.98,3.03,7.04
55.95,36.36,3.52,8.53
34.86,27.44,6.66,7.73
48.32,48.5,0.41,6.69
43.8,31.08,8.58,9.78
53.18,19.79,6.34,8.18
66.84,13.18,9.16,9.55
56.63,14.89,6.3,8.7
30.75,5.72,7.69,7.36
21.56,24.9,6.59,8.01
33.11,48.2,6.1,9.09
49.75,39.98,8.15,10.0
22.57,18.53,3.01,5.28
44.82,40.94,0.07,5.75
49.84,46.93,4.52,9.05
36.71,35.27,5.41,8.17
58.55,28.03,5.33,8.64
25.33,11.11,0.14,2.92
23.76,8.58,5.76,6.43
56.41,14.85,4.95,8.33
44.77,34.85,6.37,8.83
54.42,11.96,9.95,9.48
41.74,28.99,2.26,6.17
32.32,24.65,0.3,5.73
60.96,33.28,9.78,10.0
59.97,7.34,7.1,9.09
54.73,49.11,2.54,8.6
33.61,36.05,9.79,9.59
49.51,37.48,0.97,6.61
38.05,5.73,3.16,5.43
24.58,8.58,4.04,4.79
65.87,35.95,4.42,9.17
26.84,9.93,4.04,5.6
67.51,45.29,3.74,9.27
42.3,32.97,2.97,7.15
29.26,8.2,6.53,7.04
47.1,32.61,8.99,10.0
63.65,41.12,7.53,10.0
56.61,41.04,2.04,8.23
60.33,23.05,0.28,6.43
52.94,25.7,4.92,8.78
54.61,38.13,7.72,10.0
62.46,44.34,8.96,10.0
32.48,40.71,3.53,7.72
44.47,31.82,4.68,7.83
31.06,37.62,0.45,6.22
69.38,34.36,1.9,7.79
67.2,30.97,7.43,9.83
21.97,46.39,3.08,7.27
55.28,34.16,5.21,8.75
66.26,22.19,3.26,7.97
29.03,48.85,2.07,7.42
48.4,47.74,8.46,10.0
65.77,40.12,6.2,9.91
21.7,6.47,4.24,5.08
54.87,37.79,8.58,10.0
34.87,6.35,0.84,3.43
66.22,8.31,1.86,5.87
68.55,20.86,0.51,5.62
67.21,19.23,2.98,8.1
43.71,30.37,7.95,9.17
63.1,15.97,5.94,7.93
62.23,13.96,2.99,7.35
35.96,35.0,8.71,9.51
61.45,24.95,3.47,8.34
21.85,7.38,2.01,4.31
49.81,24.91,8.31,10.0
31.5,39.14,8.04,9.39
26.03,8.0,5.5,6.78
23.85,46.21,2.81,7.45
54.81,26.44,4.37,8.02
36.99,28.04,3.01,6.44
56.24,18.47,0.91,6.21
23.27,34.11,0.34,4.99
35.76,5.97,2.0,5.2
46.97,38.23,6.72,10.0
59.54,9.46,2.09,5.95
35.94,25.01,8.71,9.67
51.29,11.62,6.59,8.51
64.3,12.63,1.37,6.55
50.79,25.9,7.99,9.74
31.65,7.94,5.91,6.26
21.22,11.74,8.22,7.38
63.5,29.46,3.46,8.65
21.06,36.32,7.98,8.61
63.74,21.17,6.09,9.1
46.45,43.96,9.0,10.0
66.95,12.24,8.68,10.0
59.94,30.23,7.38,10.0
69.9,9.02,0.55,6.04
37.54,12.54,2.66,5.34
58.36,45.89,4.61,9.46
40.1,49.68,2.47,7.77
43.99,49.89,6.11,9.57
51.38,41.02,0.31,7.12
63.68,13.98,7.04,8.48
69.2,17.87,0.01,5.95
58.41,9.01,9.65,9.86
40.89,7.43,4.54,5.94
41.07,37.97,5.26,8.17
56.88,29.32,0.22,5.95
31.94,34.73,8.49,9.64
25.52,31.1,8.05,8.93
37.73,5.53,2.02,4.92
34.36,19.39,0.78,5.1
34.82,36.1,3.15,7.5
31.68,43.75,0.59,6.01
22.1,11.95,0.75,3.57
20.89,10.31,0.85,4.42
69.39,48.15,4.07,8.98
41.39,48.53,9.01,10.0
39.22,38.75,0.63,6.22
53.98,7.66,7.57,8.73
30.91,33.36,0.05,5.62
67.5,10.78,6.92,9.26
59.32,43.04,4.89,9.5
24.47,18.64,1.93,5.33
40.88,26.38,8.73,8.92
63.96,13.41,6.05,8.73
67.24,37.63,9.01,10.0
43.37,27.6,7.16,8.64
50.67,36.76,1.9,6.85
28.35,19.39,2.67,5.46
69.56,21.96,6.85,9.33
31.58,45.34,5.32,8.87
67.14,16.44,6.46,8.5
52.48,45.64,6.76,10.0
50.39,8.41,3.94,7.0
45.63,12.15,9.51,8.86
31.53,34.84,6.66,8.8
28.83,49.74,6.7,9.85
31.02,47.02,0.86,6.13
29.32,27.88,3.97,6.8
58.98,28.75,9.49,10.0
37.51,30.8,3.01,6.15
22.89,40.65,2.29,6.91
68.46,29.79,2.59,7.58
64.19,10.3,0.63,5.7
66.39,42.72,4.12,9.79
69.75,44.84,7.24,10.0
28.69,46.31,5.05,8.6
39.81,23.93,7.96,8.66
57.91,14.96,0.93,5.81
54.8,10.37,6.33,8.17
27.69,28.61,5.95,7.8
60.79,17.49,5.68,7.89
31.22,24.23,4.33,7.92
31.19,9.46,9.53,8.48
46.85,13.97,0.28,4.89
49.65,24.73,9.22,9.99
49.0,13.04,9.21,9.41
24.57,15.13,9.97,9.67
63.87,5.9,8.38,9.4
33.28,8.29,9.21,8.41
26.48,10.24,1.19,4.23
64.44,34.55,8.49,10.0
67.78,11.75,2.11,6.75
63.11,44.63,5.08,9.41
60.48,40.34,6.29,9.64
52.76,41.78,4.02,8.45
47.54,20.85,4.15,7.14
24.35,7.6,1.41,3.56
40.42,8.44,5.0,7.16
38.63,36.04,7.12,9.59
32.99,46.54,0.59,6.19
56.17,12.89,3.17,5.75
44.79,43.89,9.32,10.0
24.05,34.38,4.88,7.91
31.01,35.45,7.97,9.2
54.16,36.39,0.59,7.27
23.81,7.8,7.2,6.59
62.56,32.17,9.27,10.0
44.76,26.75,7.1,8.47
44.03,42.65,1.18,6.98
49.62,24.27,7.54,9.53
61.23,27.93,3.96,8.1
37.39,31.12,5.44,7.94
53.9,31.4,7.65,10.0
48.29,23.0,0.69,5.86
33.35,12.48,7.81,7.99
63.93,16.31,3.92,8.22
59.87,23.56,8.66,10.0
52.92,32.89,0.13,6.02
62.53,25.45,4.69,7.76
63.36,40.62,8.5,10.0
55.42,30.88,7.33,9.85
61.85,20.42,9.47,10.0
54.87,27.37,9.43,9.79
54.01,21.17,8.61,9.51
50.93,6.36,3.18,6.25
57.64,17.65,2.13,7.51
27.93,25.29,2.0,5.06
64.04,16.49,3.54,7.36
63.59,37.38,0.09,6.19
21.46,43.8,7.79,9.6
61.29,18.36,4.94,7.63
26.44,6.09,9.38,7.87
36.76,44.4,3.75,8.82
57.18,30.98,6.39,8.73
28.04,5.26,7.02,7.39
60.9,27.5,2.25,6.95
61.61,9.35,0.14,4.74
45.37,35.33,0.09,5.89
20.32,29.02,4.21,6.53
34.35,46.09,6.26,9.2
50.85,22.78,0.71,6.02
69.06,46.56,5.71,10.0
51.59,42.64,3.96,8.52
32.99,38.86,2.9,6.81
51.7,24.71,5.41,8.72
47.0,23.64,0.39,5.12
58.99,22.76,5.58,9.07
25.35,7.33,2.37,4.6
58.05,32.27,2.6,7.61
47.06,40.91,8.84,10.0
68.15,38.48,5.39,9.73
37.09,31.23,5.69,7.97
51.63,21.08,4.67,7.98
66.6,36.27,6.31,10.0
25.13,28.8,5.84,7.43
66.86,42.79,9.46,10.0
54.39,17.3,9.29,9.73
23.39,9.59,1.6,4.03
35.05,5.14,6.34,6.57
55.41,38.44,0.34,6.91
23.37,31.97,3.33,6.72
49.11,7.7,1.46,4.76
37.29,42.8,7.93,9.85
51.05,26.47,2.18,6.53
22.29,25.76,5.82,7.44
63.58,35.8,1.04,7.22
68.67,33.56,1.07,7.28
68.44,15.74,0.12,4.62
57.48,34.01,0.73,6.73
26.5,43.62,9.94,10.0
57.91,22.63,7.67,10.0
21.23,18.04,1.71,5.37
21.11,7.7,9.51,8.09
36.18,32.23,7.52,8.92
44.43,38.99,0.29,6.55
58.52,48.54,5.78,9.72
54.16,32.54,0.1,5.69
42.3,25.16,7.99,9.43
33.68,47.08,2.69,7.66
69.86,13.05,6.61,8.61
41.31,36.88,0.27,5.28
42.57,19.73,3.16,7.08
28.18,43.77,1.51,6.61
59.74,38.54,3.19,7.87
54.68,20.01,8.15,9.43
31.04,39.87,9.16,10.0
24.12,45.07,9.4,10.0
54.02,16.36,7.95,8.66
52.73,30.73,4.46,8.15
33.66,23.88,3.54,6.67
67.54,46.66,5.9,10.0
27.55,48.75,0.57,6.07
41.62,9.67,8.97,8.71
67.18,29.7,5.04,9.58
40.99,28.89,9.74,9.71
51.93,44.09,1.7,7.69
39.88,40.06,5.71,9.14
33.71,17.92,9.59,9.82
69.2,28.49,2.97,8.47
40.47,22.02,6.62,8.07
64.7,20.89,5.07,8.7
31.5,37.89,9.36,10.0
30.66,31.97,6.43,8.26
21.56,13.95,7.59,7.87
52.58,32.93,4.23,8.56
38.43,25.86,3.83,6.22
63.22,20.35,1.73,6.59
43.66,7.99,2.67,5.55
68.41,46.79,3.54,9.8
29.28,43.78,2.79,7.04
63.43,18.66,5.85,8.31
58.83,30.04,2.46,7.95
58.55,43.91,1.46,7.0
62.24,28.38,8.05,10.0
58.05,11.38,4.4,7.13
51.31,26.36,5.81,8.2
26.56,19.13,5.92,7.57
21.63,25.6,8.73,8.95
66.04,43.16,5.75,10.0
50.83,23.4,2.71,7.25
59.83,40.97,9.94,10.0
44.08,15.47,1.18,4.67
25.87,31.72,8.66,8.51
26.26,24.17,7.07,8.53
54.28,48.79,1.22,7.88
41.52,5.03,3.4,5.73
30.03,21.37,9.66,8.96
44.58,41.6,7.15,9.67
23.21,22.62,8.21,8.03
49.1,14.79,2.29,5.47
33.45,43.4,1.16,6.88
59.88,31.63,9.63,10.0
35.52,30.05,5.23,7.93
42.76,23.04,1.27,5.79
20.58,12.09,5.86,6.51
23.62,30.9,7.6,8.48
39.62,27.74,2.04,5.79
44.0,23.09,0.87,5.57
50.0,8.46,8.09,8.61
34.58,34.29,6.36,8.39
54.75,33.43,0.51,6.46
63.01,30.16,2.11,7.37
58.99,10.92,5.76,7.18
21.98,18.63,9.67,9.57
44.03,26.14,1.97,6.36
25.25,38.05,2.02,5.74
32.1,15.03,5.26,6.85
69.33,41.04,9.01,10.0
27.12,19.36,9.95,9.28
44.94,34.96,0.27,6.3
50.91,47.16,6.6,10.0
55.12,37.14,1.4,7.15
47.98,8.12,2.93,5.76
20.49,21.94,0.12,4.21
36.32,31.02,4.11,7.62
45.89,35.3,5.94,9.73
24.39,20.52,0.08,4.56
37.53,24.29,4.46,7.62
21.66,21.92,3.18,5.8
23.93,36.41,0.05,5.83
39.85,46.11,4.89,8.54
26.64,40.02,8.05,9.88
48.38,16.84,9.31,8.87
54.47,29.3,7.39,9.36
60.03,26.52,7.68,9.6
30.01,5.7,7.48,7.89
28.37,47.23,2.43,7.5
25.23,25.97,3.58,5.89
51.82,47.44,4.42,9.96
55.32,34.89,2.22,7.14
21.58,36.87,3.5,7.44
66.81,24.21,6.62,9.55
22.6,43.61,1.83,7.01
47.06,13.34,0.23,3.94
55.45,48.16,5.29,9.84
63.55,32.73,6.64,10.0
55.7,19.96,4.34,7.49
60.09,38.27,3.14,8.49
36.97,38.53,8.42,10.0
60.74,39.86,7.08,10.0
24.01,18.21,5.59,6.11
64.74,6.16,4.25,7.38
47.38,45.01,7.07,9.67
60.86,40.89,9.01,10.0
42.62,23.09,4.84,7.25
52.18,12.48,5.76,6.27
46.32,26.1,6.55,8.1
56.58,18.76,4.6,7.85
24.08,13.73,4.97,6.07
23.02,26.88,0.42,4.93
32.36,42.34,9.23,10.0
27.98,31.18,9.48,9.4
63.59,26.93,9.33,10.0
30.96,49.73,0.63,5.92
68.79,39.21,0.01,6.6
36.84,10.94,0.6,3.5
29.11,23.76,5.7,7.67
59.48,25.92,4.24,8.41
52.94,32.47,9.91,10.0
44.91,35.68,7.84,9.96
47.77,19.65,6.72,9.02
55.96,21.53,1.28,6.13
31.42,9.66,3.82,6.13
69.82,9.02,8.75,9.82
68.74,39.11,7.29,10.0
52.52,46.67,0.28,6.73
29.98,13.86,3.2,5.22
54.01,46.54,6.34,10.0
23.61,20.47,5.24,6.88
21.53,44.63,9.86,10.0
32.88,6.17,5.41,5.35
43.13,9.08,6.78,7.16
63.41,24.56,7.82,9.95
56.36,43.16,3.13,7.98
57.14,25.21,8.8,9.74
41.27,42.78,0.16,5.48
37.3,20.33,9.63,9.47
38.55,10.96,5.47,6.99
69.38,46.65,0.34,8.38
22.01,8.44,6.04,6.74
63.35,36.82,2.04,7.81
48.93,44.73,8.69,10.0
41.93,10.4,4.28,6.83
56.26,28.36,5.66,8.83
44.33,7.38,9.48,9.06
63.67,25.65,1.39,6.29
65.04,40.43,1.61,7.58
41.09,18.68,1.17,5.98
33.84,15.5,1.32,5.0
49.62,16.32,5.65,8.15
65.62,40.61,1.15,8.16
30.53,48.82,3.42,8.0
51.15,15.28,1.22,5.89
51.58,8.09,4.72,7.4
56.66,10.67,0.33,5.76
26.58,33.27,3.59,6.93
55.79,35.42,8.93,10.0
65.45,25.22,4.32,7.92
28.98,8.57,8.38,7.11
31.88,46.76,1.85,6.92
68.57,46.85,4.23,9.17
29.05,22.71,6.26,7.23
62.72,41.94,0.11,7.28
44.61,45.44,9.12,10.0
32.36,27.86,9.99,8.94
63.54,32.07,1.99,7.58
42.27,37.99,1.7,6.95
45.74,45.11,6.62,9.91
37.96,9.01,1.71,5.67
49.65,7.38,6.4,8.12
28.18,35.38,6.94,8.55
39.55,7.15,5.38,6.75
68.47,9.7,2.34,6.25
32.91,24.01,8.94,8.93
52.84,13.2,2.92,6.35
36.26,45.45,5.37,8.34
58.67,19.92,2.49,6.72
26.54,30.99,8.55,9.74
68.49,5.44,5.41,8.16
42.69,28.1,8.7,9.02
31.8,41.45,4.5,8.06
23.67,48.58,2.17,7.02
28.49,35.54,5.89,8.11
45.99,14.12,2.89,6.3
36.85,21.34,7.63,8.22
61.44,12.06,2.38,6.5
41.54,20.2,5.82,7.76
32.44,30.26,1.78,5.33
50.86,26.93,8.89,10.0
55.34,44.32,5.8,9.47
28.35,14.18,7.03,7.39
28.38,24.51,1.65,5.38
21.83,33.44,7.84,9.08
56.82,49.15,2.81,9.27
53.19,14.62,3.51,6.98
43.73,42.49,0.22,6.59
62.21,32.8,0.67,6.97
60.28,11.02,1.86,5.31
49.27,40.28,0.95,6.39
63.41,12.87,0.23,5.84
30.29,36.49,3.74,6.99
25.6,15.83,7.74,8.69
33.49,26.08,2.49,6.22
22.85,40.25,3.74,7.08
46.56,33.54,5.52,9.12
66.83,38.32,3.67,8.64
21.97,41.15,9.56,9.97
26.11,6.56,2.18,4.73
42.61,26.63,4.46,7.35
66.69,49.35,8.57,10.0
35.81,40.79,3.17,7.68
45.36,21.46,1.6,5.92
22.08,17.83,9.15,7.99
27.42,36.72,5.89,8.02
69.33,11.17,5.19,7.67
68.26,44.72,1.31,8.16
20.25,8.68,0.74,4.28
67.59,30.16,9.3,10.0
51.96,43.11,0.79,6.71
63.4,37.4,4.89,9.66
42.74,26.85,7.61,9.44
45.78,15.33,7.29,7.98
44.44,32.02,6.65,9.82
53.34,48.48,0.32,6.72
26.98,9.29,6.57,7.37
21.5,6.42,1.72,3.79
35.4,23.88,5.7,7.33
55.23,31.6,6.28,9.12
30.09,21.11,2.52,5.69
53.67,37.3,4.53,8.73
68.5,28.53,3.34,7.97
24.7,20.62,9.57,9.54
53.63,40.74,8.46,10.0
42.19,9.47,2.15,5.21
63.41,6.8,0.72,5.85
28.86,7.56,5.19,6.91
54.63,41.64,3.21,8.64
61.91,40.92,9.21,10.0
67.23,42.38,2.49,8.99
54.16,17.77,2.53,6.41
44.86,27.12,3.27,7.5
50.89,19.39,0.97,5.48
63.45,31.43,5.25,9.15
48.53,43.04,2.63,7.38
21.52,5.9,4.04,5.89
66.55,30.64,6.08,9.71
54.48,14.05,5.85,8.44
53.83,44.15,3.1,8.2
30.78,48.06,1.48,6.89
52.94,42.26,6.81,10.0
39.69,6.52,0.21,3.99
52.56,18.62,7.21,8.78
25.33,15.34,5.75,7.18
52.89,42.18,4.24,8.2
69.97,5.81,2.2,6.97
22.41,46.52,8.46,9.65
68.86,31.44,0.81,6.4
40.35,38.48,9.23,10.0
63.54,25.51,1.84,7.51
59.12,36.82,2.1,8.15
48.35,20.05,7.13,8.42
56.92,34.71,9.98,10.0
63.93,24.38,2.17,7.01
40.21,46.94,6.03,8.75
36.35,46.87,8.74,10.0
53.38,30.66,4.02,7.7
60.39,39.8,6.79,10.0
58.11,38.4,0.89,6.93
59.89,36.79,2.28,7.83
41.78,48.83,9.92,10.0
60.89,44.5,5.69,9.86
26.01,38.54,5.05,7.42
47.22,8.56,0.6,4.73
20.29,20.98,2.46,5.61
36.23,20.45,7.81,8.08
38.32,28.05,4.66,7.59
39.81,43.56,7.19,9.44
54.77,35.24,9.19,10.0
39.43,39.72,8.16,9.79
42.43,6.88,1.71,4.77
31.88,7.41,6.96,6.57
38.66,46.78,6.95,9.02
31.36,14.43,9.82,9.36
23.66,40.76,5.1,7.57
50.17,29.67,4.51,8.01
53.41,20.74,7.13,9.32
50.97,39.36,8.11,10.0
43.17,48.42,5.83,8.92
38.99,16.65,6.87,7.65
63.17,20.85,8.83,10.0
45.95,18.2,7.92,9.17
43.96,34.01,1.4,6.39
21.28,37.59,8.67,9.03
37.06,26.53,5.33,7.53
39.01,14.66,7.09,7.72
39.94,19.46,9.34,9.11
49.01,38.63,7.94,10.0
46.68,44.76,7.78,10.0
50.4,27.86,6.08,9.02
58.24,16.19,9.44,10.0
60.65,34.95,3.22,8.69
55.91,33.77,3.36,7.89
67.78,45.92,9.87,10.0
20.91,17.82,9.19,8.82
29.79,41.78,2.17,6.48
20.38,35.18,0.77,4.76
52.37,42.8,6.23,9.96
64.9,9.63,4.65,6.48
32.17,42.22,6.73,9.01
66.35,26.47,3.17,7.96
23.01,39.85,8.15,9.39
66.72,15.95,5.32,8.22
37.58,20.64,9.84,9.54
25.07,23.66,1.0,5.15
44.29,29.76,9.63,10.0
32.84,27.97,8.83,9.75
34.24,15.64,7.37,8.56
35.36,45.66,7.56,10.0
60.15,47.5,3.74,9.12
46.96,15.67,5.31,7.43
35.57,22.59,4.26,7.03
50.52,41.21,8.1,10.0
55.81,40.22,5.63,9.72
33.63,48.81,6.63,9.4
40.68,47.63,4.53,8.41
26.09,44.38,3.44,7.4
29.06,31.4,4.03,6.66
54.06,20.21,3.72,7.54
29.07,28.51,0.31,4.84
46.26,39.7,7.06,9.44
55.45,9.7,7.83,8.43
25.34,36.64,6.03,8.09
48.37,45.32,2.4,8.39
32.83,14.47,7.01,7.83
68.15,41.5,0.94,7.59
44.18,45.09,9.26,10.0
60.3,8.02,6.52,8.22
47.51,48.11,7.24,10.0
22.17,27.6,5.22,6.68
51.66,25.61,6.34,8.84
67.57,32.12,6.13,9.62
50.08,14.62,1.73,5.99
60.96,34.86,5.64,8.84
64.21,41.4,4.99,8.89
31.4,19.51,0.63,5.05
30.6,16.5,5.19,6.59
50.55,46.18,9.73,10.0
40.55,26.04,7.61,8.9
61.99,33.3,2.15,6.95
65.0,43.49,6.1,10.0
37.67,37.26,2.27,6.76
31.84,19.48,8.47,8.99
59.03,5.92,7.76,8.6
33.74,26.1,9.9,10.0
61.13,16.18,2.62,6.79
41.19,23.88,5.49,7.97
53.38,25.63,8.6,10.0
24.78,43.96,7.34,9.69
51.19,39.5,0.91,7.5
42.59,13.82,0.84,4.14
49.33,19.22,1.92,6.29
28.4,31.26,8.23,9.73
56.84,30.45,1.46,6.37
63.14,29.56,2.34,7.37
30.84,47.85,7.5,9.54
24.79,36.17,5.88,8.28
21.18,9.37,8.17,7.5
52.1,47.32,4.67,8.78
50.35,25.84,7.9,9.31
47.33,31.13,3.63,7.33
31.6,41.88,2.36,6.9
39.55,14.6,6.77,7.38
49.72,28.04,4.21,8.08
44.84,43.67,9.47,10.0
69.39,38.15,6.87,10.0
26.82,20.77,7.76,8.69
54.76,31.51,0.43,6.68
40.22,5.36,4.45,6.03
41.41,7.13,7.93,8.45
55.88,10.1,9.72,10.0
54.62,36.25,8.79,10.0
69.56,32.9,1.86,7.66
26.42,46.23,9.09,9.9
25.21,36.89,7.89,9.21
56.22,23.93,7.73,9.47
48.92,44.01,8.36,10.0
33.71,6.92,1.71,4.19
23.97,5.46,4.14,5.17
24.28,16.26,0.5,4.45
64.71,10.74,0.48,6.26
29.59,17.16,8.58,8.62
36.17,18.75,7.47,8.49
31.33,25.49,3.61,6.97
37.75,32.48,5.07,7.51
23.47,20.86,2.37,5.38
45.95,48.53,4.59,8.44
23.38,29.38,2.29,6.3
60.02,44.43,5.74,9.9
31.69,41.1,8.26,9.07
47.0,7.16,8.71,9.12
64.0,26.21,4.81,8.45
52.54,41.29,8.88,10.0
46.65,45.8,7.54,10.0
36.22,33.48,9.12,10.0
36.65,46.94,8.81,10.0
53.47,34.85,5.02,8.56
69.71,14.38,3.72,7.26
53.09,30.13,8.21,9.29
47.89,39.02,7.51,10.0
56.53,34.99,1.73,7.41
43.26,8.75,0.2,3.84
23.01,15.67,6.31,7.14
48.11,35.95,9.49,10.0
67.88,28.77,2.24,7.81
28.77,6.39,6.33,6.47
54.5,38.23,3.28,7.66
30.05,8.57,4.45,6.77
46.79,13.32,2.04,5.94
24.83,45.7,2.47,7.05
42.52,19.18,3.59,6.39
57.81,6.54,4.87,7.1
37.38,5.78,5.93,6.97
53.25,47.1,7.46,10.0
59.77,21.76,4.97,8.6
66.36,32.95,8.54,10.0
31.73,23.63,1.29,4.8
39.97,14.6,3.54,6.02
27.62,44.5,9.57,9.76
69.62,47.73,1.76,8.57
66.35,49.45,1.4,7.7
47.0,6.86,6.57,7.46
62.1,7.27,7.46,9.02
46.05,43.61,1.96,6.57
51.18,12.93,2.28,6.34
24.46,30.27,4.11,6.84
57.76,31.09,8.02,10.0
26.39,34.79,4.03,7.65
61.3,6.69,5.86,7.89
59.1,18.89,5.37,8.53
55.44,28.14,8.18,9.67
21.81,12.85,9.15,8.41
35.16,47.48,6.03,9.18
33.16,42.3,8.48,10.0
38.01,11.27,2.98,5.62
24.38,35.19,3.02,6.41
66.85,23.46,7.31,9.73
47.69,19.02,9.88,9.79
35.28,18.09,2.12,5.72
39.85,34.82,1.11,6.09
42.36,45.66,1.72,6.76
50.03,42.63,6.93,9.63
45.78,20.7,9.31,9.37
65.97,36.85,3.34,8.52
44.85,28.73,2.1,6.62
69.61,24.82,1.68,6.84
62.57,18.35,1.31,5.92
30.43,8.66,7.2,7.11
66.53,13.66,2.22,5.89
25.82,30.49,9.71,9.95
60.87,37.79,8.7,10.0
39.03,6.65,5.87,6.17
63.9,22.06,7.27,10.0
63.4,12.46,6.52,9.31
60.3,32.1,9.88,10.0
59.5,43.91,1.21,6.94
35.23,46.84,8.9,10.0
24.05,44.83,6.69,8.61
40.15,44.26,5.55,9.01
28.68,32.04,4.25,7.51
54.75,15.93,9.91,9.82
37.3,38.61,8.22,10.0
68.78,37.6,0.18,7.17
52.05,12.5,0.4,4.6
61.12,13.77,7.59,9.41
26.63,9.92,5.37,6.12
63.1,27.44,5.67,8.14
66.14,19.47,3.3,7.18
44.35,45.51,9.26,10.0
50.31,6.65,2.24,5.22
58.24,19.58,6.8,9.26
28.74,44.42,0.63,6.4
45.13,49.95,2.79,7.87
39.93,37.54,9.13,9.89
27.32,45.53,4.3,7.57
38.38,5.73,6.38,7.17
23.41,39.73,3.38,7.31
21.29,25.77,6.13,7.38
26.76,36.07,0.41,5.26
68.16,24.35,2.6,6.5
47.48,30.62,9.13,10.0
68.29,16.7,1.58,6.06
41.62,30.83,1.82,5.61
35.59,18.09,4.91,6.83
45.31,17.61,8.04,8.1
41.98,19.72,2.06,5.89
25.28,14.03,8.67,8.36
52.04,15.02,0.95,5.36
30.8,46.92,5.19,8.28
50.98,25.45,3.1,6.78
52.51,32.64,1.65,6.56
27.6,30.73,2.72,6.32
23.07,16.94,7.79,8.23
59.04,5.01,0.34,4.71
42.99,9.69,9.85,8.85
22.91,42.39,7.2,9.62
69.74,9.92,3.07,7.21
22.89,14.3,3.8,5.45
54.75,46.08,4.05,9.18
69.18,41.35,0.23,8.23
31.96,7.4,0.74,4.09
27.11,33.96,3.28,6.97
26.07,28.21,2.43,6.08
35.16,21.42,7.66,8.63
25.05,27.39,2.29,5.86
54.61,11.8,3.35,6.7
23.11,47.96,9.62,10.0
45.47,12.72,8.48,8.09
69.83,13.37,8.25,8.62
60.7,21.6,8.28,9.64
50.76,14.57,6.38,8.31
35.31,19.08,5.32,7.34
51.19,6.79,8.29,8.86
46.35,32.64,3.48,7.36
41.3,15.85,5.53,7.48
26.54,48.69,8.7,9.88
64.33,10.14,1.06,5.91
42.49,8.48,0.3,4.62
29.73,12.84,9.07,8.41
38.39,29.41,7.16,8.86
40.71,38.64,5.74,8.53
61.38,30.16,1.39,7.74
56.68,43.72,9.95,10.0
58.47,31.71,3.18,8.01
20.55,11.24,0.63,3.2
40.81,13.36,4.32,6.82
